iter	Logloss
0	0.470597979
1	0.375040256
2	0.3063271939
3	0.276808318
4	0.2633856382
5	0.2536176094
6	0.2466101455
7	0.2363874442
8	0.2302324748
9	0.2268661774
10	0.2234390103
11	0.2186045356
12	0.2166337418
13	0.2146413378
14	0.2129966646
15	0.210913662
16	0.2084317546
17	0.207032052
18	0.2020819447
19	0.1980022569
20	0.1957349882
21	0.1943283864
22	0.1915092667
23	0.1902515112
24	0.1879049832
25	0.1824899091
26	0.1807770506
27	0.1798228114
28	0.1780995594
29	0.1776815474
30	0.176320898
31	0.1748032478
32	0.1717435381
33	0.1709772048
34	0.1704516368
35	0.1686117511
36	0.1679949386
37	0.1664970966
38	0.1661634911
39	0.1655281898
40	0.1651216329
41	0.1644709418
42	0.1641063105
43	0.1613881581
44	0.1609844268
45	0.1592319878
46	0.1580862939
47	0.156687126
48	0.1561130789
49	0.1557806829
50	0.1554234024
51	0.1546644997
52	0.1529503156
53	0.1515460383
54	0.1506064647
55	0.148960326
56	0.1480111619
57	0.1459670823
58	0.1457018614
59	0.1444740511
60	0.1437914623
61	0.1423926538
62	0.1417303239
63	0.1414200963
64	0.1406625207
65	0.139530313
66	0.138213637
67	0.1375416847
68	0.1364738947
69	0.1356744196
70	0.1348230473
71	0.1341309848
72	0.1338014793
73	0.1331806145
74	0.1327238499
75	0.1316267057
76	0.1302582722
77	0.1299189384
78	0.1293367831
79	0.1288123278
80	0.1286440667
81	0.1283831509
82	0.1277188543
83	0.1269034745
84	0.1266101493
85	0.126315213
86	0.1261190596
87	0.1259541336
88	0.1254733782
89	0.125115187
90	0.1247914431
91	0.1244964436
92	0.1243359143
93	0.1239240172
94	0.1231619549
95	0.1229301513
96	0.1227056777
97	0.1223708726
98	0.121884861
99	0.1217430282
100	0.1213332082
101	0.1209645162
102	0.1206733603
103	0.1203234457
104	0.1202076844
105	0.1199210085
106	0.1195003244
107	0.1193249972
108	0.1188028314
109	0.1183882966
110	0.118017319
111	0.1176532712
112	0.1172215765
113	0.1170223171
114	0.1166478169
115	0.1161336145
116	0.1158704847
117	0.1156262065
118	0.1152285681
119	0.1150184619
120	0.1146231984
121	0.114166828
122	0.1140601824
123	0.1139044725
124	0.1135647372
125	0.1133595228
126	0.1129639385
127	0.112272771
128	0.1120963806
129	0.1119243252
130	0.1117079038
131	0.1115598039
132	0.1114695598
133	0.1111966892
134	0.1110111291
135	0.1108310538
136	0.1106901598
137	0.1103694322
138	0.1098072486
139	0.10957337
140	0.1091305124
141	0.1087830986
142	0.1083048842
143	0.108089985
144	0.1079280497
145	0.1077350713
146	0.1076279952
147	0.1075363369
148	0.1074480778
149	0.1073417888
150	0.1071296708
151	0.1069844019
152	0.1068194352
153	0.1065040727
154	0.1063261853
155	0.106099126
156	0.1058997696
157	0.1056979905
158	0.1055605786
159	0.1053945196
160	0.1052818342
161	0.105174234
162	0.1050602283
163	0.1049108659
164	0.1047737289
165	0.1044317724
166	0.1041619322
167	0.1039142555
168	0.1038001009
169	0.1036807426
170	0.1034451024
171	0.1033204837
172	0.10311051
173	0.1029546705
174	0.1028124418
175	0.1026277098
176	0.1025288715
177	0.1023382566
178	0.102217388
179	0.102122128
180	0.1019896572
181	0.1018108461
182	0.1017004652
183	0.1015556035
184	0.1014259988
185	0.1012594356
186	0.1010824289
187	0.1009442151
188	0.1008247107
189	0.1006761829
190	0.1005259183
191	0.1003878677
192	0.1001551783
193	0.09995113341
194	0.09985200354
195	0.09976436681
196	0.09963564069
197	0.09952515225
198	0.09937094619
199	0.09921638602
200	0.09912817126
201	0.09904264228
202	0.09879674336
203	0.0987242223
204	0.09861804137
205	0.09851562174
206	0.09820542486
207	0.09784500525
208	0.09769705335
209	0.09734938388
210	0.09723621001
211	0.09708094659
212	0.09683971556
213	0.09645245789
214	0.09634789991
215	0.09619296837
216	0.09607509668
217	0.09586644423
218	0.09577057376
219	0.09567019622
220	0.09548784039
221	0.09538007794
222	0.09521089526
223	0.09510386073
224	0.09487292184
225	0.09480264727
226	0.09471451436
227	0.09451559892
228	0.09443037999
229	0.09435253895
230	0.09421998669
231	0.09400857952
232	0.09387210942
233	0.09373788004
234	0.09363942757
235	0.09358510927
236	0.09344485072
237	0.09331833704
238	0.09320105695
239	0.09304439772
240	0.09288830859
241	0.0927096534
242	0.0925779203
243	0.09250247073
244	0.0924210425
245	0.0923337261
246	0.09218572375
247	0.09205182014
248	0.09194182069
249	0.09182572318
250	0.09169282761
251	0.09157834001
252	0.09146746346
253	0.09132883473
254	0.09120178535
255	0.09112490996
256	0.09101495116
257	0.09090733214
258	0.09076269097
259	0.09065636984
260	0.09045173505
261	0.09036556207
262	0.09017374221
263	0.09002888497
264	0.0898976116
265	0.0898080245
266	0.08968963543
267	0.08959628756
268	0.08944884841
269	0.08934605782
270	0.08924723443
271	0.08916677835
272	0.08908840977
273	0.08897922231
274	0.0889035501
275	0.08884146564
276	0.08872778154
277	0.08860542878
278	0.08855918863
279	0.0885173411
280	0.08841909658
281	0.08830370337
282	0.08820755257
283	0.08811116432
284	0.08800833671
285	0.0878597984
286	0.08773848262
287	0.08761390555
288	0.0875196386
289	0.08731736719
290	0.08722758022
291	0.08714220196
292	0.08695260864
293	0.08683633992
294	0.08672608049
295	0.08653560422
296	0.08640312053
297	0.08632801328
298	0.08623864579
299	0.0861142467
300	0.08600716617
301	0.08583062821
302	0.08574617838
303	0.08566155196
304	0.08557682208
305	0.08547595693
306	0.08541403945
307	0.08530529649
308	0.08524706626
309	0.08519103329
310	0.08513731699
311	0.08506108094
312	0.08494866487
313	0.0848363092
314	0.08476599506
315	0.0846210199
316	0.08455551756
317	0.08444986421
318	0.08436496853
319	0.08429063882
320	0.08413930141
321	0.08404924473
322	0.08393139773
323	0.08386297897
324	0.08373501501
325	0.08362291255
326	0.08348105001
327	0.0833863964
328	0.08330608905
329	0.08319870429
330	0.08309394008
331	0.083023599
332	0.08297856985
333	0.0829033111
334	0.08277892192
335	0.08262561445
336	0.08244451655
337	0.08235281885
338	0.08217518942
339	0.08200258366
340	0.08193474861
341	0.08181478694
342	0.08165306804
343	0.08156874208
344	0.08149461119
345	0.08141702942
346	0.08132335007
347	0.08124883252
348	0.08119755956
349	0.08111530476
350	0.08101230356
351	0.08092987096
352	0.08083460275
353	0.08072392497
354	0.08061373808
355	0.08049268836
356	0.08038132903
357	0.08032306444
358	0.08026402856
359	0.08017393336
360	0.0800590208
361	0.07999603058
362	0.07986253393
363	0.0797975546
364	0.07968516176
365	0.0796230186
366	0.07954040624
367	0.07946274068
368	0.07934893833
369	0.07920676458
370	0.0791195476
371	0.0790198321
372	0.07894930395
373	0.07890445429
374	0.0787933981
375	0.07868939755
376	0.07861680364
377	0.0785569368
378	0.07840639056
379	0.07832767153
380	0.07819409429
381	0.07805237551
382	0.07800592798
383	0.07793411489
384	0.07788247894
385	0.07769296685
386	0.07763401142
387	0.07753772398
388	0.07738908237
389	0.07726344359
390	0.077198865
391	0.07714863892
392	0.07704426975
393	0.07695918929
394	0.07687394988
395	0.07674546647
396	0.07663820962
397	0.07655063323
398	0.07651423238
399	0.07644530341
400	0.07636466835
401	0.07624974662
402	0.07615994297
403	0.07605881632
404	0.07594447597
405	0.07590232807
406	0.07584383804
407	0.07578489605
408	0.07573406409
409	0.07566988293
410	0.07561609951
411	0.07545766316
412	0.07535190939
413	0.07525203887
414	0.07519032089
415	0.07509455878
416	0.07508386812
417	0.07501189632
418	0.07489272234
419	0.07479857567
420	0.07473457187
421	0.0746423906
422	0.0745622711
423	0.07451395093
424	0.07444159641
425	0.07438510889
426	0.07433030938
427	0.07417278761
428	0.07411534395
429	0.07406082631
430	0.07400697809
431	0.07389625356
432	0.07385164965
433	0.07374362826
434	0.07369078995
435	0.07361424177
436	0.0735569154
437	0.07345740558
438	0.07340862171
439	0.07335279905
440	0.07329156864
441	0.07323330712
442	0.07318081822
443	0.07311508324
444	0.07305837165
445	0.07292409776
446	0.07282720978
447	0.07274553159
448	0.07263770828
449	0.07257889091
450	0.07250286175
451	0.07239577194
452	0.07223715051
453	0.07214594285
454	0.07206109834
455	0.0719929873
456	0.07193822016
457	0.07187187659
458	0.07173464445
459	0.07164120667
460	0.07157554333
461	0.07148306991
462	0.07139030504
463	0.07132839811
464	0.07129298097
465	0.07123274212
466	0.07110971179
467	0.07104605354
468	0.07092116901
469	0.07082748616
470	0.07073319602
471	0.07061929788
472	0.07054078411
473	0.07046808272
474	0.07036262989
475	0.07028470171
476	0.07016472229
477	0.07009989801
478	0.07001318195
479	0.06991958479
480	0.06983546032
481	0.06975137787
482	0.06967016968
483	0.069593236
484	0.06952421578
485	0.06947603779
486	0.06939417885
