iter	Passed	Remaining
192	1796	5649
193	1804	5637
194	1812	5624
195	1821	5613
196	1828	5597
197	1837	5585
198	1845	5572
199	1852	5558
200	1860	5543
201	1868	5530
202	1875	5515
203	1884	5504
204	1892	5492
205	1901	5482
206	1908	5467
207	1915	5452
208	1923	5439
209	1931	5426
210	1938	5411
211	1946	5399
212	1954	5385
213	1962	5374
214	1970	5361
215	1978	5348
216	1985	5335
217	1993	5322
218	2001	5310
219	2009	5297
220	2016	5282
221	2024	5270
222	2032	5259
223	2041	5248
224	2049	5237
225	2057	5226
226	2065	5212
227	2072	5199
228	2080	5186
229	2087	5173
230	2095	5161
231	2103	5148
232	2111	5138
233	2119	5126
234	2126	5112
235	2134	5101
236	2142	5089
237	2150	5077
238	2158	5065
239	2165	5052
240	2173	5042
241	2181	5030
242	2189	5017
243	2196	5004
244	2203	4992
245	2212	4981
246	2220	4971
247	2228	4961
248	2236	4950
249	2244	4938
250	2252	4925
251	2259	4913
252	2268	4903
253	2276	4892
254	2283	4879
255	2290	4867
256	2298	4856
257	2306	4846
258	2315	4837
259	2323	4826
260	2332	4816
261	2339	4804
262	2348	4795
263	2357	4785
264	2364	4773
265	2372	4763
266	2381	4754
267	2390	4744
268	2398	4734
269	2405	4721
270	2413	4710
271	2421	4700
272	2429	4690
273	2438	4681
274	2446	4670
275	2454	4659
276	2461	4648
277	2469	4637
278	2479	4629
279	2487	4619
280	2496	4610
281	2505	4602
282	2514	4593
283	2523	4584
284	2531	4574
285	2539	4564
286	2548	4555
287	2556	4545
288	2565	4535
289	2572	4524
290	2580	4513
291	2587	4502
292	2596	4493
293	2604	4483
294	2613	4474
295	2622	4464
296	2631	4455
297	2639	4446
298	2647	4435
299	2656	4426
300	2662	4414
301	2671	4404
302	2679	4395
303	2688	4386
304	2696	4376
305	2704	4366
306	2714	4358
307	2721	4347
308	2730	4338
309	2738	4328
310	2747	4319
311	2755	4309
312	2762	4298
313	2771	4289
314	2779	4278
315	2787	4268
316	2795	4259
317	2803	4249
318	2812	4240
319	2820	4230
320	2829	4221
321	2838	4213
322	2847	4205
323	2855	4195
324	2864	4186
325	2872	4176
326	2880	4166
327	2889	4158
328	2898	4150
329	2906	4139
330	2914	4129
331	2923	4120
332	2932	4111
333	2940	4103
334	2949	4094
335	2958	4085
336	2967	4076
337	2976	4068
338	2986	4060
339	2995	4052
340	3005	4045
341	3014	4036
342	3023	4028
343	3031	4018
344	3040	4009
345	3049	4001
346	3058	3992
347	3066	3982
348	3075	3974
349	3084	3965
350	3092	3956
351	3101	3946
352	3109	3937
353	3118	3928
354	3127	3919
355	3135	3910
356	3144	3901
357	3152	3892
358	3160	3882
359	3169	3874
360	3178	3864
361	3186	3855
362	3194	3846
363	3203	3836
364	3211	3827
365	3219	3818
366	3228	3809
367	3237	3800
368	3245	3790
369	3253	3781
370	3261	3771
371	3269	3761
372	3277	3752
373	3286	3743
374	3294	3733
375	3303	3724
376	3311	3715
377	3319	3706
378	3328	3697
379	3336	3687
380	3344	3678
381	3354	3670
382	3362	3661
383	3371	3651
384	3379	3642
385	3388	3634
386	3397	3625
387	3405	3615
388	3413	3606
389	3421	3597
390	3429	3587
391	3438	3578
392	3445	3568
393	3454	3559
394	3460	3548
395	3468	3538
396	3476	3529
397	3484	3519
398	3491	3509
399	3498	3498
400	3507	3489
401	3515	3480
402	3523	3471
403	3531	3461
404	3539	3451
405	3547	3442
406	3555	3433
407	3564	3424
408	3572	3415
409	3580	3405
410	3587	3395
411	3595	3386
412	3604	3377
413	3611	3367
414	3618	3356
415	3626	3347
416	3634	3338
417	3641	3328
418	3648	3317
419	3656	3307
420	3663	3298
421	3671	3288
422	3678	3278
423	3686	3269
424	3694	3260
425	3702	3250
426	3710	3241
427	3718	3231
428	3727	3223
429	3736	3214
430	3743	3205
431	3751	3195
432	3759	3186
433	3767	3177
434	3775	3167
435	3782	3157
436	3789	3148
437	3797	3138
438	3804	3128
439	3812	3119
440	3821	3111
441	3829	3101
442	3837	3092
443	3844	3082
444	3853	3074
445	3861	3064
446	3868	3055
447	3876	3045
448	3884	3036
449	3893	3028
450	3900	3018
451	3908	3009
452	3916	3000
453	3925	2991
454	3932	2982
455	3940	2972
456	3947	2962
457	3955	2953
458	3964	2945
459	3971	2935
460	3979	2926
461	3987	2917
462	3994	2907
463	4001	2897
464	4009	2888
465	4016	2878
466	4024	2869
467	4032	2860
468	4040	2851
469	4048	2842
470	4056	2833
471	4064	2824
472	4072	2815
473	4081	2806
474	4089	2798
475	4098	2789
476	4106	2780
477	4114	2771
478	4122	2762
479	4130	2753
480	4137	2744
481	4145	2735
482	4153	2726
483	4160	2716
484	4168	2707
485	4176	2698
486	4183	2688
487	4190	2679
488	4198	2670
489	4206	2661
490	4214	2652
491	4221	2642
492	4229	2633
493	4238	2625
494	4246	2616
495	4254	2607
496	4261	2598
497	4269	2589
498	4277	2580
499	4284	2570
500	4292	2561
501	4300	2552
502	4307	2543
503	4314	2534
504	4322	2525
505	4329	2515
506	4337	2506
507	4344	2497
508	4351	2488
509	4359	2478
510	4367	2469
511	4374	2460
512	4381	2451
513	4389	2442
514	4397	2433
515	4406	2425
516	4413	2415
517	4421	2406
518	4428	2397
519	4437	2389
520	4446	2381
521	4453	2372
522	4461	2362
523	4469	2353
524	4475	2344
525	4483	2335
526	4492	2326
527	4499	2317
528	4507	2309
529	4514	2300
530	4522	2290
531	4530	2282
532	4538	2273
533	4547	2265
534	4555	2256
535	4563	2247
536	4571	2238
537	4579	2229
538	4587	2221
539	4595	2212
540	4602	2203
541	4610	2194
542	4617	2185
543	4625	2176
544	4632	2167
545	4640	2158
546	4648	2150
547	4655	2140
548	4663	2132
549	4671	2123
550	4679	2114
551	4687	2105
552	4694	2096
553	4701	2087
554	4708	2078
555	4716	2069
556	4724	2061
557	4731	2052
558	4740	2043
559	4747	2034
560	4755	2026
561	4763	2017
562	4771	2008
563	4779	1999
564	4786	1990
565	4794	1982
566	4802	1973
567	4809	1964
568	4817	1955
569	4825	1947
570	4833	1938
571	4840	1929
572	4848	1920
573	4856	1912
574	4864	1903
575	4872	1894
576	4879	1885
577	4887	1877
578	4893	1867
579	4901	1859
580	4909	1850
581	4918	1842
582	4925	1833
583	4933	1824
584	4941	1816
585	4949	1807
586	4958	1799
587	4965	1790
588	4974	1781
589	4981	1773
590	4989	1764
591	4997	1755
592	5005	1747
593	5012	1738
594	5020	1729
595	5028	1721
596	5036	1712
597	5043	1703
598	5051	1695
599	5059	1686
600	5067	1677
601	5076	1669
602	5083	1660
603	5091	1652
604	5099	1643
605	5106	1634
606	5115	1626
607	5123	1617
608	5130	1609
609	5137	1600
610	5146	1591
611	5153	1583
612	5162	1574
613	5169	1566
614	5178	1557
615	5185	1548
616	5192	1540
617	5199	1531
618	5207	1522
619	5215	1514
620	5223	1505
621	5231	1497
622	5238	1488
623	5245	1479
624	5253	1470
625	5261	1462
626	5269	1453
627	5278	1445
628	5286	1437
629	5293	1428
630	5302	1420
631	5310	1411
632	5318	1403
633	5326	1394
634	5333	1385
635	5341	1377
636	5349	1368
637	5356	1360
638	5364	1351
639	5371	1342
640	5379	1334
641	5387	1325
642	5394	1317
643	5402	1308
644	5410	1300
645	5419	1291
646	5427	1283
647	5434	1274
648	5442	1266
649	5450	1257
650	5458	1249
651	5465	1240
652	5474	1232
653	5481	1223
654	5488	1215
655	5497	1206
656	5504	1198
657	5513	1189
658	5520	1181
659	5528	1172
660	5535	1164
661	5544	1155
662	5551	1147
663	5558	1138
664	5567	1130
665	5575	1121
666	5582	1113
667	5590	1104
668	5599	1096
669	5607	1087
670	5614	1079
671	5622	1070
672	5630	1062
673	5638	1054
674	5646	1045
675	5654	1037
676	5663	1028
677	5670	1020
678	5678	1011
679	5686	1003
680	5695	995
681	5702	986
682	5711	978
683	5718	969
684	5726	961
685	5734	953
686	5743	944
687	5750	936
688	5758	927
689	5766	919
690	5774	910
691	5781	902
692	5789	893
693	5796	885
694	5804	876
695	5812	868
696	5820	860
697	5827	851
698	5835	843
699	5843	834
700	5850	826
701	5858	817
702	5866	809
703	5874	801
704	5881	792
705	5890	784
706	5898	775
707	5905	767
708	5913	758
709	5920	750
710	5928	742
711	5936	733
712	5944	725
713	5952	716
714	5960	708
715	5968	700
716	5975	691
717	5983	683
718	5991	674
719	5999	666
720	6006	658
721	6014	649
722	6021	641
723	6028	632
724	6036	624
725	6043	616
726	6051	607
727	6059	599
728	6067	590
729	6075	582
730	6083	574
731	6090	565
732	6099	557
733	6106	549
734	6114	540
735	6122	532
736	6131	524
737	6138	515
738	6146	507
739	6154	498
740	6161	490
741	6170	482
742	6177	473
743	6185	465
744	6193	457
745	6202	448
746	6209	440
747	6217	432
748	6225	423
749	6232	415
750	6240	407
751	6249	398
752	6257	390
753	6265	382
754	6273	373
755	6281	365
756	6288	357
757	6295	348
758	6303	340
759	6311	332
760	6318	323
761	6326	315
762	6334	307
763	6342	298
764	6350	290
765	6357	282
766	6364	273
767	6371	265
768	6378	257
769	6386	248
770	6395	240
771	6402	232
772	6409	223
773	6417	215
774	6425	207
775	6433	198
776	6441	190
777	6448	182
778	6456	174
779	6463	165
780	6472	157
781	6479	149
782	6487	140
783	6494	132
784	6501	124
785	6509	115
786	6517	107
787	6524	99
788	6532	91
789	6540	82
790	6547	74
791	6555	66
792	6564	57
793	6572	49
794	6579	41
795	6587	33
796	6595	24
797	6602	16
798	6610	8
799	6618	0
